spark.memory.storageFraction,spark.executor.cores,spark.executor.memory,spark.executor.instances,spark.memory.fraction,spark.shuffle.file.buffer,spark.reducer.maxBlocksInFlightPerAddress,spark.default.parallelism,spark.reducer.maxSizeInFlight,spark.executor.memoryOverhead,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
500.0,2.0,5.0,5.0,848.0,0.55,0.68,1987213600.0,41.0,47.0,0.053,0.038,0.997,0.15,174.692
500.0,2.0,5.0,5.0,843.0,0.55,0.68,2028090800.0,42.0,47.0,0.089,0.034,0.997,0.168,173.78
497.0,2.0,5.0,5.0,843.0,0.54,0.68,2004000800.0,43.0,47.0,0.0,0.039,0.997,0.15,171.46
490.0,2.0,5.0,5.0,834.0,0.56,0.68,1988137500.0,42.0,45.0,0.0,0.037,0.999,0.174,153.865
497.0,3.0,5.0,5.0,833.0,0.55,0.69,1999617400.0,42.0,46.0,0.0,0.041,0.997,0.164,148.581
500.0,2.0,5.0,5.0,831.0,0.55,0.69,2019403400.0,43.0,47.0,0.046,0.039,0.996,0.174,147.147
483.0,2.0,5.0,5.0,844.0,0.55,0.68,1978929200.0,42.0,46.0,0.0,0.038,0.997,0.183,144.862
500.0,2.0,5.0,5.0,859.0,0.54,0.69,2042834700.0,41.0,47.0,0.052,0.038,0.998,0.183,142.273
500.0,2.0,5.0,5.0,848.0,0.54,0.69,2003634800.0,41.0,47.0,0.014,0.04,0.996,0.174,141.813
497.0,3.0,5.0,5.0,831.0,0.55,0.69,2009386800.0,42.0,46.0,0.0,0.041,0.996,0.173,141.789
500.0,2.0,5.0,5.0,848.0,0.54,0.69,2032687000.0,41.0,47.0,0.077,0.039,0.997,0.181,141.044
500.0,3.0,5.0,5.0,840.0,0.54,0.69,2012572200.0,42.0,46.0,0.008,0.041,0.996,0.172,140.777
500.0,2.0,5.0,5.0,841.0,0.55,0.68,1977551200.0,41.0,47.0,0.034,0.039,0.996,0.184,137.969
498.0,2.0,5.0,5.0,833.0,0.55,0.68,1964579600.0,43.0,46.0,0.0,0.038,0.996,0.194,134.177
490.0,2.0,5.0,5.0,825.0,0.56,0.68,1963097000.0,42.0,46.0,0.0,0.037,0.997,0.205,129.421
500.0,2.0,5.0,5.0,842.0,0.54,0.68,2025027500.0,42.0,47.0,0.135,0.036,0.996,0.218,126.351
500.0,2.0,5.0,5.0,818.0,0.55,0.69,2022267900.0,43.0,46.0,0.066,0.039,0.995,0.206,124.696
493.0,3.0,5.0,5.0,829.0,0.55,0.69,2014478600.0,41.0,45.0,0.0,0.046,0.997,0.176,123.124
500.0,2.0,5.0,5.0,841.0,0.54,0.68,1978547800.0,42.0,48.0,0.024,0.041,0.995,0.199,122.403
500.0,2.0,5.0,5.0,860.0,0.54,0.68,2063937300.0,42.0,47.0,0.152,0.036,0.998,0.234,120.263
500.0,2.0,5.0,5.0,845.0,0.54,0.69,2069111800.0,43.0,46.0,0.111,0.039,0.996,0.215,119.651
500.0,3.0,5.0,5.0,837.0,0.54,0.69,2003661000.0,43.0,46.0,0.046,0.043,0.995,0.194,118.214
500.0,3.0,5.0,5.0,844.0,0.53,0.69,2029269800.0,43.0,46.0,0.043,0.043,0.996,0.196,117.678
500.0,3.0,5.0,5.0,850.0,0.53,0.69,1996086400.0,42.0,47.0,0.018,0.044,0.996,0.192,117.294
500.0,2.0,5.0,5.0,863.0,0.54,0.69,2061820500.0,41.0,47.0,0.125,0.04,0.998,0.218,115.728
500.0,3.0,5.0,5.0,829.0,0.55,0.69,2021621900.0,42.0,47.0,0.093,0.042,0.995,0.207,114.885
484.0,2.0,5.0,5.0,846.0,0.54,0.68,1971832400.0,41.0,46.0,0.0,0.042,0.995,0.208,114.604
500.0,3.0,5.0,5.0,833.0,0.55,0.69,2004961300.0,43.0,46.0,0.08,0.042,0.994,0.208,113.702
498.0,3.0,5.0,5.0,829.0,0.54,0.69,2020457700.0,41.0,47.0,0.0,0.046,0.995,0.192,112.798
492.0,2.0,5.0,5.0,830.0,0.56,0.67,1945390700.0,43.0,46.0,0.0,0.04,0.996,0.22,112.594
484.0,2.0,5.0,5.0,831.0,0.55,0.68,1961092400.0,42.0,46.0,0.0,0.04,0.995,0.224,111.604
500.0,2.0,5.0,5.0,817.0,0.56,0.68,2005408400.0,44.0,45.0,0.009,0.041,0.995,0.218,111.377
500.0,3.0,5.0,5.0,836.0,0.54,0.69,2021152300.0,42.0,47.0,0.077,0.043,0.995,0.21,110.868
500.0,2.0,5.0,5.0,863.0,0.54,0.69,2078690000.0,42.0,47.0,0.15,0.038,0.998,0.237,110.762
487.0,2.0,5.0,5.0,833.0,0.55,0.68,1966921000.0,41.0,46.0,0.0,0.041,0.994,0.219,110.517
500.0,3.0,5.0,5.0,848.0,0.53,0.68,1997921800.0,43.0,47.0,0.046,0.044,0.996,0.203,110.252
500.0,2.0,5.0,5.0,860.0,0.53,0.69,2071954800.0,43.0,46.0,0.131,0.039,0.996,0.235,108.656
500.0,2.0,5.0,5.0,813.0,0.55,0.68,1981976600.0,43.0,46.0,0.018,0.04,0.994,0.23,108.524
500.0,3.0,5.0,5.0,855.0,0.54,0.68,1987708200.0,42.0,47.0,0.08,0.041,0.995,0.225,108.297
495.0,2.0,5.0,5.0,809.0,0.56,0.68,1967053700.0,42.0,46.0,0.0,0.038,0.995,0.243,107.336
500.0,2.0,5.0,5.0,851.0,0.53,0.68,2063716200.0,43.0,47.0,0.105,0.04,0.997,0.235,106.577
500.0,2.0,5.0,5.0,824.0,0.54,0.68,2009742300.0,43.0,47.0,0.091,0.041,0.994,0.23,106.163
500.0,3.0,5.0,5.0,864.0,0.54,0.68,2020258600.0,41.0,47.0,0.147,0.042,0.997,0.228,105.195
500.0,2.0,5.0,5.0,830.0,0.53,0.68,2029370500.0,43.0,47.0,0.065,0.041,0.994,0.237,103.061
500.0,3.0,5.0,5.0,857.0,0.53,0.68,1993649200.0,43.0,47.0,0.06,0.044,0.995,0.222,102.778
500.0,3.0,5.0,5.0,831.0,0.54,0.69,2033278000.0,42.0,47.0,0.104,0.043,0.994,0.227,101.836
500.0,3.0,5.0,5.0,841.0,0.55,0.68,1993321600.0,41.0,48.0,0.119,0.045,0.995,0.218,101.692
500.0,3.0,5.0,5.0,833.0,0.54,0.68,2033736600.0,42.0,48.0,0.071,0.043,0.995,0.228,100.502
474.0,2.0,5.0,5.0,841.0,0.55,0.69,1965593900.0,42.0,46.0,0.0,0.042,0.995,0.239,99.436
500.0,2.0,5.0,5.0,866.0,0.54,0.68,2030405500.0,41.0,48.0,0.159,0.039,0.997,0.256,99.171
500.0,2.0,5.0,5.0,835.0,0.53,0.68,2010201700.0,43.0,48.0,0.085,0.043,0.994,0.232,98.92
500.0,3.0,5.0,5.0,839.0,0.55,0.68,1943556100.0,42.0,47.0,0.0,0.043,0.993,0.236,97.785
494.0,3.0,5.0,5.0,826.0,0.55,0.69,1958846500.0,42.0,47.0,0.0,0.046,0.994,0.224,96.668
500.0,2.0,5.0,5.0,860.0,0.53,0.69,2060102400.0,43.0,47.0,0.137,0.04,0.997,0.257,96.441
496.0,3.0,5.0,5.0,836.0,0.54,0.68,1970876200.0,42.0,48.0,0.0,0.046,0.994,0.223,96.341
482.0,2.0,5.0,5.0,828.0,0.57,0.68,1952227100.0,42.0,45.0,0.0,0.041,0.998,0.252,95.8
500.0,2.0,5.0,5.0,856.0,0.53,0.69,2005832000.0,41.0,48.0,0.04,0.043,0.995,0.242,94.983
500.0,3.0,5.0,5.0,845.0,0.53,0.69,2063978200.0,42.0,47.0,0.087,0.045,0.995,0.237,94.27
500.0,2.0,5.0,5.0,850.0,0.54,0.68,1993289300.0,40.0,48.0,0.116,0.044,0.995,0.242,93.971
500.0,3.0,5.0,5.0,847.0,0.53,0.69,1974590100.0,42.0,47.0,0.01,0.046,0.993,0.233,93.474
500.0,2.0,5.0,5.0,847.0,0.53,0.69,2031355100.0,42.0,48.0,0.152,0.041,0.995,0.263,92.815
500.0,2.0,5.0,5.0,857.0,0.53,0.68,1998047100.0,42.0,48.0,0.127,0.04,0.994,0.276,90.775
500.0,3.0,5.0,5.0,842.0,0.53,0.69,2015157200.0,43.0,47.0,0.099,0.046,0.994,0.24,90.52
500.0,3.0,5.0,5.0,863.0,0.53,0.69,2086697100.0,42.0,47.0,0.137,0.044,0.997,0.25,89.711
500.0,2.0,5.0,5.0,859.0,0.54,0.68,2022308000.0,40.0,48.0,0.153,0.041,0.996,0.269,89.577
479.0,2.0,5.0,5.0,830.0,0.56,0.68,1943620500.0,42.0,45.0,0.0,0.042,0.997,0.264,89.35
500.0,3.0,5.0,5.0,811.0,0.56,0.68,1979746300.0,43.0,45.0,0.004,0.045,0.994,0.249,89.138
500.0,3.0,5.0,5.0,840.0,0.53,0.69,2022585600.0,43.0,48.0,0.088,0.048,0.995,0.234,88.84
484.0,2.0,5.0,5.0,818.0,0.56,0.68,1960463000.0,43.0,45.0,0.0,0.043,0.998,0.259,88.784
500.0,2.0,5.0,5.0,854.0,0.53,0.68,2052420600.0,41.0,48.0,0.136,0.042,0.996,0.271,88.064
500.0,2.0,5.0,5.0,832.0,0.53,0.68,2004803800.0,42.0,48.0,0.113,0.042,0.993,0.27,87.047
500.0,2.0,5.0,5.0,848.0,0.53,0.69,2055520800.0,43.0,47.0,0.194,0.041,0.995,0.279,86.678
500.0,3.0,5.0,5.0,856.0,0.53,0.68,1995258900.0,42.0,48.0,0.101,0.044,0.995,0.259,86.66
500.0,3.0,5.0,5.0,851.0,0.53,0.69,1992523100.0,42.0,48.0,0.067,0.046,0.994,0.248,86.418
500.0,3.0,5.0,5.0,840.0,0.53,0.69,2010032100.0,42.0,48.0,0.099,0.047,0.994,0.248,85.522
500.0,2.0,5.0,5.0,861.0,0.53,0.69,2072696200.0,42.0,48.0,0.158,0.041,0.997,0.281,85.425
500.0,2.0,5.0,5.0,868.0,0.53,0.69,2054605700.0,41.0,48.0,0.162,0.044,0.998,0.268,85.081
500.0,3.0,5.0,5.0,812.0,0.55,0.68,1996618200.0,43.0,47.0,0.09,0.045,0.991,0.262,83.958
500.0,3.0,5.0,5.0,830.0,0.54,0.69,1967743100.0,42.0,48.0,0.052,0.048,0.992,0.247,83.245
500.0,3.0,5.0,5.0,844.0,0.54,0.69,2073488800.0,43.0,47.0,0.168,0.045,0.994,0.267,83.004
500.0,2.0,5.0,5.0,858.0,0.53,0.68,2026741200.0,41.0,48.0,0.188,0.041,0.996,0.296,82.975
500.0,3.0,5.0,5.0,818.0,0.55,0.67,1942223400.0,42.0,47.0,0.015,0.047,0.992,0.256,82.659
471.0,2.0,5.0,5.0,835.0,0.55,0.68,1940561400.0,42.0,46.0,0.0,0.043,0.994,0.282,82.043
500.0,3.0,5.0,5.0,854.0,0.53,0.69,2029154700.0,42.0,48.0,0.159,0.044,0.996,0.276,81.614
492.0,3.0,5.0,5.0,826.0,0.54,0.68,1947923300.0,43.0,47.0,0.0,0.049,0.992,0.252,80.847
500.0,3.0,5.0,5.0,860.0,0.53,0.69,2047060500.0,43.0,48.0,0.147,0.046,0.996,0.268,80.803
500.0,3.0,5.0,5.0,849.0,0.54,0.69,2045245400.0,41.0,48.0,0.181,0.046,0.995,0.27,80.146
500.0,3.0,5.0,5.0,843.0,0.53,0.69,2014742500.0,42.0,48.0,0.131,0.046,0.994,0.268,80.137
500.0,2.0,5.0,5.0,864.0,0.52,0.69,2045905000.0,42.0,48.0,0.149,0.042,0.996,0.295,79.783
500.0,3.0,5.0,5.0,852.0,0.53,0.68,1995256000.0,42.0,48.0,0.178,0.045,0.994,0.28,79.374
500.0,3.0,5.0,5.0,861.0,0.52,0.69,2003884200.0,41.0,48.0,0.044,0.049,0.995,0.257,78.747
500.0,3.0,5.0,5.0,843.0,0.53,0.68,1974041000.0,42.0,48.0,0.07,0.047,0.992,0.27,78.592
500.0,3.0,5.0,5.0,828.0,0.54,0.68,1956932700.0,43.0,48.0,0.055,0.049,0.991,0.261,77.282
500.0,2.0,5.0,5.0,859.0,0.52,0.68,2016329700.0,42.0,48.0,0.194,0.04,0.994,0.32,77.047
493.0,2.0,5.0,5.0,818.0,0.55,0.67,1922838500.0,42.0,47.0,0.0,0.044,0.99,0.29,76.911
483.0,2.0,5.0,5.0,816.0,0.57,0.68,1936879000.0,41.0,45.0,0.0,0.046,0.996,0.285,76.508
500.0,3.0,5.0,5.0,825.0,0.55,0.68,1929956100.0,43.0,47.0,0.009,0.047,0.991,0.277,76.322
500.0,3.0,5.0,5.0,869.0,0.53,0.69,2071628500.0,41.0,47.0,0.157,0.047,0.997,0.279,76.245
472.0,2.0,5.0,5.0,834.0,0.56,0.68,1952432900.0,43.0,44.0,0.0,0.046,0.997,0.285,75.36
469.0,2.0,5.0,5.0,841.0,0.55,0.69,1965036500.0,42.0,44.0,0.0,0.047,0.995,0.28,75.176
500.0,3.0,5.0,5.0,870.0,0.52,0.69,2071753300.0,43.0,47.0,0.116,0.048,0.996,0.278,74.776
500.0,3.0,5.0,5.0,840.0,0.54,0.68,1951972600.0,41.0,48.0,0.072,0.049,0.991,0.274,74.031
500.0,3.0,5.0,5.0,821.0,0.54,0.68,1954729200.0,43.0,48.0,0.027,0.05,0.991,0.271,73.073
500.0,3.0,5.0,5.0,826.0,0.54,0.68,1956301000.0,43.0,48.0,0.012,0.049,0.99,0.275,72.762
500.0,3.0,5.0,5.0,812.0,0.55,0.68,1946307300.0,43.0,47.0,0.007,0.048,0.99,0.286,72.735
500.0,3.0,5.0,5.0,858.0,0.53,0.69,2080479600.0,41.0,47.0,0.195,0.046,0.996,0.298,72.269
500.0,3.0,5.0,5.0,847.0,0.53,0.69,2033380700.0,41.0,48.0,0.15,0.047,0.994,0.292,71.904
474.0,2.0,5.0,5.0,812.0,0.57,0.69,1977918500.0,42.0,44.0,0.0,0.047,0.997,0.294,71.876
492.0,3.0,5.0,5.0,819.0,0.55,0.68,1932443900.0,42.0,48.0,0.0,0.049,0.99,0.281,71.671
491.0,3.0,5.0,5.0,826.0,0.55,0.68,1924399100.0,43.0,47.0,0.0,0.048,0.99,0.288,71.287
500.0,2.0,5.0,5.0,873.0,0.53,0.69,2071712500.0,41.0,48.0,0.184,0.045,0.998,0.31,71.205
490.0,2.0,5.0,5.0,797.0,0.57,0.68,1995831700.0,43.0,44.0,0.0,0.045,0.995,0.314,70.563
500.0,3.0,5.0,5.0,850.0,0.53,0.69,2037136100.0,42.0,48.0,0.234,0.045,0.994,0.314,70.562
500.0,2.0,5.0,5.0,835.0,0.53,0.68,2029744000.0,43.0,48.0,0.224,0.042,0.992,0.333,70.45
475.0,2.0,5.0,5.0,822.0,0.56,0.68,1918229000.0,41.0,46.0,0.0,0.045,0.994,0.311,70.405
500.0,3.0,5.0,5.0,836.0,0.53,0.69,2034978800.0,42.0,48.0,0.163,0.046,0.993,0.305,70.169
500.0,3.0,5.0,5.0,870.0,0.52,0.68,2014129800.0,42.0,48.0,0.19,0.046,0.995,0.309,70.126
500.0,3.0,5.0,5.0,842.0,0.54,0.69,2037495000.0,41.0,48.0,0.232,0.046,0.994,0.306,70.063
500.0,2.0,5.0,5.0,861.0,0.52,0.68,2059838100.0,42.0,48.0,0.211,0.041,0.996,0.348,69.511
500.0,2.0,5.0,5.0,857.0,0.52,0.69,2045160200.0,43.0,48.0,0.224,0.044,0.995,0.329,69.477
500.0,2.0,5.0,5.0,869.0,0.52,0.68,2043143200.0,41.0,48.0,0.228,0.044,0.997,0.331,68.992
500.0,3.0,5.0,5.0,849.0,0.53,0.68,1997727700.0,41.0,48.0,0.226,0.047,0.993,0.306,68.589
500.0,3.0,5.0,5.0,864.0,0.52,0.69,2028329500.0,43.0,48.0,0.128,0.048,0.994,0.309,67.667
472.0,2.0,5.0,5.0,833.0,0.55,0.68,1909372200.0,42.0,47.0,0.0,0.046,0.989,0.321,66.573
500.0,3.0,5.0,5.0,860.0,0.52,0.69,2006546000.0,41.0,48.0,0.118,0.049,0.993,0.309,65.621
500.0,3.0,5.0,5.0,840.0,0.53,0.69,2053413200.0,42.0,48.0,0.199,0.047,0.993,0.325,65.252
500.0,3.0,5.0,5.0,863.0,0.51,0.69,2032975400.0,42.0,48.0,0.14,0.048,0.994,0.32,65.244
500.0,3.0,5.0,5.0,863.0,0.52,0.69,2000070400.0,41.0,48.0,0.147,0.05,0.993,0.307,65.144
465.0,2.0,5.0,5.0,836.0,0.55,0.68,1940537200.0,43.0,45.0,0.0,0.048,0.993,0.325,63.924
500.0,2.0,5.0,5.0,848.0,0.52,0.68,2068433900.0,42.0,48.0,0.274,0.043,0.994,0.368,63.326
500.0,2.0,5.0,5.0,870.0,0.51,0.68,2034689500.0,42.0,48.0,0.24,0.043,0.995,0.37,62.9
486.0,3.0,5.0,5.0,824.0,0.56,0.68,1912451100.0,44.0,45.0,0.0,0.051,0.993,0.308,62.887
500.0,3.0,5.0,5.0,868.0,0.53,0.69,2080609800.0,42.0,48.0,0.223,0.047,0.996,0.34,62.415
500.0,2.0,5.0,5.0,854.0,0.52,0.69,2070835200.0,42.0,48.0,0.283,0.044,0.994,0.367,62.212
500.0,3.0,5.0,5.0,875.0,0.52,0.69,2043860200.0,42.0,48.0,0.179,0.048,0.996,0.337,61.879
500.0,2.0,5.0,5.0,842.0,0.52,0.68,2006643000.0,42.0,48.0,0.302,0.043,0.991,0.375,61.74
500.0,3.0,5.0,5.0,872.0,0.53,0.69,2021114600.0,40.0,48.0,0.213,0.05,0.995,0.321,61.592
481.0,2.0,5.0,5.0,809.0,0.57,0.68,1908534100.0,43.0,45.0,0.0,0.047,0.994,0.34,61.539
500.0,3.0,5.0,5.0,811.0,0.55,0.68,1934058600.0,43.0,48.0,0.064,0.05,0.987,0.321,60.883
500.0,3.0,5.0,5.0,870.0,0.53,0.68,2078066400.0,41.0,48.0,0.254,0.048,0.997,0.342,60.81
500.0,3.0,5.0,5.0,875.0,0.52,0.68,2030226200.0,41.0,48.0,0.215,0.048,0.996,0.341,60.727
500.0,2.0,5.0,5.0,874.0,0.52,0.68,2055679700.0,41.0,48.0,0.275,0.045,0.997,0.368,60.456
477.0,3.0,5.0,5.0,806.0,0.57,0.69,1943712600.0,42.0,45.0,0.0,0.051,0.996,0.323,60.402
500.0,3.0,5.0,5.0,853.0,0.52,0.69,2043663600.0,41.0,48.0,0.233,0.049,0.995,0.338,60.144
479.0,3.0,5.0,5.0,823.0,0.56,0.68,1906812400.0,44.0,46.0,0.0,0.051,0.991,0.326,59.869
500.0,3.0,5.0,5.0,870.0,0.52,0.69,2060952400.0,42.0,48.0,0.215,0.048,0.996,0.347,59.862
478.0,3.0,5.0,5.0,818.0,0.55,0.69,1944094100.0,44.0,46.0,0.0,0.053,0.993,0.313,59.746
500.0,2.0,5.0,5.0,854.0,0.52,0.69,2076139300.0,42.0,48.0,0.26,0.044,0.994,0.381,59.54
500.0,2.0,5.0,5.0,860.0,0.52,0.69,2061956100.0,41.0,48.0,0.306,0.045,0.995,0.373,59.249
498.0,3.0,5.0,5.0,800.0,0.56,0.68,1925716100.0,44.0,47.0,0.0,0.05,0.988,0.335,58.508
500.0,2.0,5.0,5.0,870.0,0.51,0.69,2068318600.0,42.0,48.0,0.246,0.046,0.996,0.376,57.747
500.0,3.0,5.0,5.0,863.0,0.52,0.69,2040732300.0,40.0,48.0,0.208,0.051,0.995,0.343,57.002
482.0,2.0,5.0,5.0,808.0,0.56,0.68,1926410800.0,45.0,45.0,0.0,0.051,0.993,0.344,56.307
500.0,2.0,5.0,5.0,867.0,0.52,0.68,2057283300.0,41.0,48.0,0.342,0.044,0.995,0.413,54.707
500.0,3.0,5.0,5.0,869.0,0.52,0.69,2058047000.0,42.0,48.0,0.317,0.048,0.995,0.384,54.264
469.0,3.0,5.0,5.0,822.0,0.56,0.68,1890638800.0,42.0,46.0,0.0,0.05,0.989,0.37,53.678
500.0,2.0,5.0,5.0,868.0,0.51,0.69,2087352700.0,42.0,48.0,0.286,0.047,0.996,0.406,52.707
500.0,3.0,5.0,5.0,875.0,0.51,0.69,2033881500.0,42.0,48.0,0.259,0.049,0.994,0.389,52.175
500.0,3.0,5.0,5.0,863.0,0.51,0.69,2043640200.0,41.0,48.0,0.236,0.05,0.994,0.378,52.156
500.0,3.0,5.0,5.0,877.0,0.52,0.69,2079345000.0,41.0,48.0,0.243,0.052,0.997,0.37,51.794
467.0,2.0,5.0,5.0,815.0,0.57,0.68,1896709600.0,43.0,45.0,0.0,0.05,0.994,0.384,51.523
500.0,2.0,5.0,5.0,843.0,0.52,0.68,2046126500.0,43.0,48.0,0.416,0.044,0.99,0.456,49.656
473.0,2.0,5.0,5.0,803.0,0.58,0.67,1906161400.0,43.0,45.0,0.0,0.053,0.994,0.384,48.812
500.0,3.0,5.0,5.0,864.0,0.51,0.69,2078348800.0,42.0,48.0,0.279,0.05,0.994,0.412,48.39
480.0,3.0,5.0,5.0,803.0,0.57,0.68,1910862800.0,44.0,45.0,0.0,0.055,0.993,0.374,48.342
500.0,3.0,5.0,5.0,877.0,0.52,0.69,2071647600.0,41.0,48.0,0.305,0.052,0.996,0.409,47.15
469.0,2.0,5.0,5.0,801.0,0.57,0.69,1980729700.0,44.0,43.0,0.0,0.055,0.996,0.388,46.308
500.0,3.0,5.0,5.0,860.0,0.52,0.68,2059977700.0,43.0,48.0,0.436,0.047,0.992,0.465,45.52
480.0,2.0,5.0,5.0,783.0,0.57,0.68,1920540900.0,44.0,45.0,0.0,0.052,0.99,0.418,45.159
500.0,2.0,5.0,5.0,877.0,0.52,0.69,2102081800.0,41.0,48.0,0.386,0.049,0.997,0.458,44.501
500.0,3.0,5.0,5.0,868.0,0.52,0.69,2087626200.0,41.0,48.0,0.4,0.051,0.995,0.455,42.486
500.0,3.0,5.0,5.0,873.0,0.51,0.69,2099374200.0,42.0,48.0,0.364,0.052,0.995,0.455,42.047
500.0,3.0,5.0,5.0,877.0,0.51,0.68,2027515400.0,40.0,48.0,0.405,0.053,0.994,0.462,40.882
463.0,2.0,5.0,5.0,789.0,0.57,0.68,1924520200.0,43.0,44.0,0.0,0.055,0.994,0.446,40.653
500.0,2.0,5.0,5.0,877.0,0.51,0.68,2074934400.0,40.0,48.0,0.454,0.05,0.996,0.502,39.51
500.0,3.0,5.0,5.0,877.0,0.52,0.69,2108819600.0,40.0,48.0,0.445,0.056,0.997,0.5,35.66
500.0,3.0,5.0,5.0,877.0,0.51,0.69,2091686800.0,41.0,48.0,0.479,0.054,0.995,0.514,35.561
464.0,2.0,5.0,5.0,798.0,0.57,0.67,1893792800.0,45.0,44.0,0.0,0.061,0.993,0.46,35.298
449.0,2.0,5.0,5.0,814.0,0.57,0.68,1886280400.0,43.0,44.0,0.0,0.057,0.992,0.501,34.969
457.0,2.0,5.0,5.0,791.0,0.58,0.68,1909786600.0,43.0,44.0,0.0,0.058,0.996,0.491,34.832
462.0,3.0,5.0,5.0,790.0,0.57,0.68,1910619400.0,44.0,44.0,0.0,0.062,0.993,0.468,34.143
461.0,2.0,5.0,5.0,785.0,0.58,0.69,1941385100.0,44.0,43.0,0.0,0.063,0.996,0.498,31.949
449.0,2.0,5.0,5.0,798.0,0.58,0.68,1844490600.0,43.0,45.0,0.0,0.06,0.985,0.563,29.119
441.0,2.0,5.0,5.0,795.0,0.58,0.68,1880500100.0,43.0,43.0,0.0,0.065,0.991,0.591,25.967
457.0,2.0,5.0,5.0,787.0,0.59,0.68,1927639600.0,44.0,41.0,0.0,0.069,0.998,0.569,25.622
446.0,3.0,5.0,5.0,791.0,0.58,0.68,1834894800.0,43.0,45.0,0.0,0.066,0.982,0.596,24.858
451.0,2.0,5.0,5.0,775.0,0.59,0.69,1940011500.0,44.0,42.0,0.0,0.07,0.996,0.596,23.919
435.0,2.0,5.0,5.0,780.0,0.59,0.68,1848101000.0,45.0,42.0,0.0,0.078,0.993,0.725,17.607
449.0,3.0,5.0,5.0,759.0,0.59,0.67,1787681000.0,44.0,45.0,0.0,0.077,0.971,0.729,17.281
450.0,2.0,6.0,5.0,757.0,0.6,0.68,1869878700.0,44.0,43.0,0.0,0.085,0.992,0.682,17.141
416.0,2.0,5.0,5.0,780.0,0.59,0.67,1827894800.0,44.0,41.0,0.0,0.084,0.978,0.821,14.211
423.0,3.0,6.0,5.0,768.0,0.6,0.67,1820300400.0,44.0,42.0,0.0,0.099,0.982,0.817,12.125
409.0,2.0,5.0,5.0,766.0,0.61,0.67,1773780500.0,43.0,41.0,0.0,0.091,0.97,0.942,11.364
spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.memory.fraction,spark.memory.storageFraction,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
328.0,2.0,6.0,4.0,640.0,0.59,0.82,2082542100.0,59.0,33.0,0.272,0.042,0.991,0.206,114.898
324.0,2.0,6.0,4.0,648.0,0.6,0.81,2112345700.0,61.0,34.0,0.272,0.043,0.991,0.21,110.868
315.0,2.0,6.0,4.0,636.0,0.6,0.82,2116889900.0,60.0,34.0,0.272,0.045,0.991,0.206,107.649
328.0,2.0,6.0,4.0,643.0,0.6,0.81,2086951200.0,60.0,34.0,0.272,0.041,0.99,0.227,106.965
322.0,2.0,6.0,4.0,637.0,0.6,0.82,2090273000.0,59.0,34.0,0.272,0.04,0.989,0.239,103.08
330.0,2.0,6.0,4.0,637.0,0.6,0.81,2087049600.0,59.0,34.0,0.272,0.041,0.99,0.236,101.272
321.0,2.0,6.0,4.0,643.0,0.62,0.82,2090651500.0,59.0,34.0,0.272,0.039,0.988,0.253,101.062
321.0,2.0,6.0,4.0,637.0,0.6,0.82,2125743900.0,60.0,34.0,0.272,0.043,0.988,0.237,96.565
320.0,2.0,6.0,4.0,635.0,0.62,0.8,2090079000.0,60.0,34.0,0.272,0.042,0.988,0.253,92.171
315.0,2.0,6.0,4.0,637.0,0.61,0.81,2115826400.0,60.0,34.0,0.272,0.043,0.987,0.253,90.532
326.0,2.0,6.0,4.0,643.0,0.6,0.82,2064844800.0,58.0,33.0,0.272,0.042,0.987,0.265,89.494
333.0,2.0,6.0,4.0,641.0,0.6,0.81,2087250400.0,59.0,34.0,0.272,0.042,0.988,0.266,89.184
321.0,2.0,6.0,4.0,644.0,0.62,0.81,2090696200.0,59.0,34.0,0.272,0.039,0.986,0.289,88.555
322.0,2.0,6.0,4.0,648.0,0.62,0.82,2084310800.0,59.0,34.0,0.272,0.038,0.984,0.295,87.283
323.0,2.0,6.0,4.0,642.0,0.59,0.81,2136512300.0,60.0,34.0,0.272,0.044,0.986,0.258,86.636
323.0,2.0,6.0,4.0,640.0,0.59,0.82,2125788000.0,60.0,34.0,0.272,0.044,0.986,0.264,85.419
320.0,2.0,6.0,4.0,639.0,0.62,0.8,2076897200.0,59.0,34.0,0.272,0.041,0.987,0.285,84.501
328.0,2.0,6.0,4.0,651.0,0.61,0.81,2098121000.0,60.0,34.0,0.272,0.04,0.984,0.291,83.986
318.0,2.0,6.0,4.0,645.0,0.62,0.83,2085483400.0,59.0,33.0,0.272,0.04,0.983,0.292,83.559
314.0,2.0,6.0,4.0,643.0,0.61,0.81,2134993300.0,60.0,34.0,0.272,0.043,0.984,0.275,82.401
327.0,2.0,6.0,4.0,636.0,0.62,0.79,2047671600.0,59.0,34.0,0.272,0.044,0.994,0.277,81.919
314.0,2.0,6.0,4.0,642.0,0.61,0.81,2120814000.0,60.0,34.0,0.272,0.043,0.983,0.284,80.699
315.0,2.0,6.0,4.0,637.0,0.59,0.81,2143863000.0,61.0,34.0,0.272,0.049,0.988,0.251,79.627
335.0,2.0,6.0,4.0,641.0,0.62,0.8,2062134800.0,59.0,34.0,0.272,0.044,0.99,0.288,78.927
