spark.memory.storageFraction,spark.executor.cores,spark.executor.memory,spark.executor.instances,spark.memory.fraction,spark.shuffle.file.buffer,spark.reducer.maxBlocksInFlightPerAddress,spark.default.parallelism,spark.reducer.maxSizeInFlight,spark.executor.memoryOverhead,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
0.66,3.0,4.0,7.0,0.71,46.0,1157046100.0,298.0,43.0,427.0,0.0,0.014,0.994,0.287,251.689
0.67,3.0,4.0,7.0,0.69,45.0,1232164500.0,296.0,45.0,459.0,0.0,0.018,0.99,0.225,249.833
0.66,3.0,4.0,7.0,0.7,43.0,1220244500.0,294.0,45.0,463.0,0.0,0.015,0.992,0.263,248.65
0.66,3.0,4.0,7.0,0.69,45.0,1224924400.0,296.0,45.0,461.0,0.0,0.016,0.988,0.251,247.482
0.66,3.0,4.0,7.0,0.7,42.0,1213680900.0,301.0,43.0,458.0,0.0,0.014,0.992,0.284,247.289
0.66,3.0,4.0,7.0,0.7,42.0,1224354300.0,294.0,44.0,468.0,0.0,0.017,0.995,0.245,243.409
0.66,3.0,4.0,7.0,0.71,41.0,1195173600.0,296.0,43.0,465.0,0.0,0.019,0.994,0.228,231.611
0.66,3.0,4.0,7.0,0.71,47.0,1152561300.0,296.0,43.0,422.0,0.0,0.018,0.996,0.253,216.225
0.66,3.0,4.0,7.0,0.7,43.0,1227971300.0,296.0,45.0,481.0,0.0,0.019,0.994,0.249,207.69
0.66,3.0,4.0,7.0,0.7,41.0,1223489000.0,298.0,44.0,471.0,0.0,0.018,0.995,0.265,206.086
0.66,3.0,4.0,7.0,0.7,48.0,1172685800.0,295.0,45.0,439.0,0.0,0.015,0.99,0.314,205.648
0.66,3.0,4.0,7.0,0.7,42.0,1226575600.0,296.0,44.0,480.0,0.0,0.019,0.993,0.263,200.085
0.66,3.0,4.0,7.0,0.7,43.0,1211915600.0,296.0,45.0,489.0,0.0,0.02,0.993,0.259,195.23
0.66,3.0,4.0,7.0,0.71,47.0,1143738600.0,298.0,43.0,430.0,0.0,0.017,0.994,0.314,191.394
0.66,3.0,4.0,7.0,0.69,42.0,1269037800.0,299.0,44.0,450.0,0.0,0.016,0.985,0.321,189.296
0.66,3.0,4.0,7.0,0.7,42.0,1250689800.0,298.0,44.0,466.0,0.0,0.017,0.992,0.306,188.961
0.66,3.0,4.0,7.0,0.69,43.0,1251117600.0,297.0,45.0,473.0,0.0,0.021,0.995,0.269,180.372
0.66,3.0,4.0,7.0,0.71,42.0,1220097900.0,295.0,45.0,481.0,0.0,0.023,0.994,0.258,170.475
0.66,3.0,4.0,7.0,0.7,42.0,1233513700.0,296.0,44.0,476.0,0.0,0.019,0.994,0.317,168.661
0.66,3.0,4.0,7.0,0.7,42.0,1238475300.0,295.0,45.0,475.0,0.0,0.021,0.992,0.276,167.853
0.65,3.0,4.0,7.0,0.71,42.0,1217016600.0,296.0,44.0,479.0,0.0,0.021,0.993,0.288,165.962
0.66,3.0,4.0,7.0,0.7,42.0,1249728100.0,297.0,44.0,477.0,0.0,0.02,0.993,0.309,161.551
0.67,3.0,4.0,7.0,0.69,43.0,1263823900.0,297.0,45.0,468.0,0.0,0.022,0.989,0.291,154.398
0.66,3.0,4.0,7.0,0.71,48.0,1141800600.0,296.0,43.0,433.0,0.0,0.019,0.993,0.344,152.047
0.66,3.0,4.0,7.0,0.7,41.0,1221118300.0,297.0,43.0,474.0,0.0,0.021,0.993,0.308,151.668
0.66,3.0,4.0,7.0,0.7,42.0,1254077400.0,300.0,44.0,480.0,0.0,0.02,0.994,0.335,148.993
0.65,3.0,4.0,7.0,0.71,47.0,1113684700.0,294.0,43.0,441.0,0.0,0.019,0.993,0.348,146.325
0.66,3.0,4.0,7.0,0.71,48.0,1133986000.0,297.0,43.0,431.0,0.0,0.02,0.993,0.345,145.693
0.66,3.0,4.0,7.0,0.69,43.0,1246055700.0,299.0,45.0,491.0,0.0,0.023,0.991,0.294,143.893
0.67,3.0,4.0,7.0,0.7,42.0,1273145300.0,302.0,44.0,469.0,0.0,0.021,0.994,0.333,140.205
0.66,3.0,4.0,7.0,0.69,41.0,1240845300.0,297.0,45.0,467.0,0.0,0.023,0.994,0.313,139.099
0.67,3.0,4.0,7.0,0.69,41.0,1251922300.0,301.0,43.0,467.0,0.0,0.025,0.992,0.3,134.199
0.65,3.0,4.0,7.0,0.71,41.0,1224900400.0,302.0,43.0,477.0,0.0,0.025,0.992,0.303,131.783
0.66,3.0,4.0,7.0,0.71,41.0,1236856800.0,296.0,43.0,463.0,0.0,0.022,0.989,0.346,130.299
0.66,3.0,4.0,7.0,0.7,41.0,1247271400.0,296.0,45.0,464.0,0.0,0.022,0.99,0.359,127.602
0.66,3.0,4.0,7.0,0.71,42.0,1230811600.0,298.0,45.0,492.0,0.0,0.025,0.993,0.315,126.168
0.67,3.0,4.0,7.0,0.69,43.0,1253259500.0,294.0,45.0,489.0,0.0,0.027,0.99,0.298,123.809
0.66,3.0,4.0,7.0,0.72,48.0,1130721300.0,295.0,43.0,436.0,0.0,0.021,0.991,0.388,121.65
0.66,3.0,4.0,7.0,0.7,41.0,1262098800.0,298.0,44.0,472.0,0.0,0.022,0.991,0.379,120.391
0.66,3.0,4.0,7.0,0.7,43.0,1265481300.0,301.0,46.0,488.0,0.0,0.025,0.993,0.328,119.884
0.66,3.0,4.0,7.0,0.7,41.0,1261231900.0,300.0,44.0,482.0,0.0,0.023,0.992,0.359,118.967
0.66,3.0,4.0,7.0,0.71,41.0,1259536900.0,299.0,44.0,478.0,0.0,0.024,0.993,0.353,117.494
0.66,3.0,4.0,7.0,0.7,41.0,1256848400.0,299.0,43.0,478.0,0.0,0.025,0.993,0.353,114.377
0.66,3.0,4.0,7.0,0.71,40.0,1226838400.0,298.0,44.0,479.0,0.0,0.024,0.989,0.361,114.281
0.66,3.0,4.0,7.0,0.7,42.0,1251426600.0,292.0,46.0,480.0,0.0,0.027,0.99,0.335,110.005
0.67,3.0,4.0,7.0,0.69,41.0,1263401300.0,296.0,44.0,470.0,0.0,0.025,0.991,0.361,109.64
0.66,3.0,4.0,8.0,0.71,47.0,1159275800.0,300.0,43.0,434.0,0.0,0.028,0.991,0.34,104.445
0.66,3.0,4.0,7.0,0.7,41.0,1272142700.0,299.0,45.0,472.0,0.0,0.025,0.989,0.393,102.452
0.66,3.0,4.0,7.0,0.69,41.0,1295303200.0,300.0,44.0,470.0,0.0,0.025,0.987,0.417,94.927
0.67,3.0,4.0,7.0,0.7,41.0,1266392800.0,298.0,45.0,491.0,0.0,0.03,0.993,0.366,90.071
0.66,3.0,4.0,7.0,0.69,42.0,1265512100.0,297.0,46.0,494.0,0.0,0.031,0.988,0.365,87.319
0.66,3.0,4.0,8.0,0.7,48.0,1175145600.0,298.0,46.0,446.0,0.0,0.03,0.985,0.384,86.927
0.66,3.0,4.0,7.0,0.72,40.0,1204430300.0,297.0,43.0,486.0,0.0,0.028,0.981,0.413,85.862
0.66,3.0,4.0,7.0,0.7,42.0,1252126700.0,294.0,46.0,499.0,0.0,0.031,0.99,0.378,85.8
0.67,3.0,4.0,7.0,0.7,40.0,1250368900.0,296.0,44.0,490.0,0.0,0.029,0.988,0.396,85.344
0.66,3.0,4.0,8.0,0.71,47.0,1152965500.0,299.0,42.0,434.0,0.0,0.031,0.99,0.374,85.286
0.66,3.0,4.0,7.0,0.7,40.0,1242611100.0,298.0,43.0,491.0,0.0,0.029,0.989,0.404,84.798
0.66,3.0,4.0,8.0,0.71,48.0,1155505300.0,297.0,43.0,427.0,0.0,0.033,0.992,0.36,83.247
0.67,3.0,4.0,7.0,0.69,41.0,1273547800.0,299.0,45.0,495.0,0.0,0.033,0.991,0.402,75.288
0.66,3.0,4.0,7.0,0.69,41.0,1255429400.0,293.0,46.0,493.0,0.0,0.034,0.991,0.395,74.756
0.66,3.0,4.0,7.0,0.69,41.0,1264649300.0,297.0,46.0,492.0,0.0,0.033,0.99,0.408,74.15
0.65,3.0,4.0,7.0,0.71,39.0,1223605800.0,298.0,43.0,485.0,0.0,0.031,0.983,0.434,72.778
0.66,3.0,4.0,8.0,0.71,48.0,1134917200.0,297.0,43.0,426.0,0.0,0.035,0.992,0.393,72.047
0.66,3.0,4.0,7.0,0.7,41.0,1230541400.0,297.0,45.0,515.0,0.0,0.031,0.983,0.438,71.794
0.67,3.0,4.0,7.0,0.7,41.0,1295451600.0,300.0,45.0,493.0,0.0,0.032,0.988,0.425,71.61
0.67,3.0,4.0,7.0,0.69,40.0,1283004400.0,301.0,43.0,476.0,0.0,0.032,0.984,0.44,70.762
0.67,3.0,4.0,7.0,0.69,41.0,1283594100.0,300.0,45.0,500.0,0.0,0.034,0.99,0.417,69.082
0.67,3.0,4.0,7.0,0.69,40.0,1279819500.0,298.0,45.0,496.0,0.0,0.036,0.991,0.442,62.055
0.66,3.0,4.0,7.0,0.7,40.0,1297121800.0,299.0,45.0,490.0,0.0,0.033,0.987,0.492,60.768
0.67,3.0,4.0,7.0,0.69,40.0,1260217600.0,296.0,45.0,505.0,0.0,0.037,0.985,0.444,59.772
0.67,3.0,4.0,7.0,0.69,39.0,1287369200.0,297.0,44.0,492.0,0.0,0.036,0.985,0.505,53.888
0.65,3.0,5.0,7.0,0.7,41.0,1216719100.0,297.0,44.0,489.0,0.0,0.049,0.984,0.408,49.685
0.65,3.0,4.0,8.0,0.72,48.0,1111631900.0,296.0,43.0,425.0,0.098,0.041,0.989,0.505,48.29
0.66,3.0,4.0,7.0,0.68,40.0,1279057300.0,298.0,47.0,501.0,0.0,0.042,0.986,0.516,45.843
0.65,3.0,5.0,7.0,0.69,41.0,1246973200.0,297.0,45.0,484.0,0.0,0.054,0.988,0.414,44.408
0.67,3.0,4.0,7.0,0.69,38.0,1299747700.0,301.0,44.0,494.0,0.0,0.039,0.981,0.564,44.204
0.66,3.0,5.0,7.0,0.7,40.0,1230261500.0,298.0,42.0,493.0,0.0,0.056,0.979,0.433,40.77
0.66,3.0,5.0,7.0,0.7,40.0,1244828900.0,299.0,44.0,494.0,0.0,0.052,0.984,0.483,39.055
0.65,3.0,5.0,7.0,0.7,40.0,1235292200.0,298.0,43.0,488.0,0.0,0.054,0.979,0.481,37.615
0.65,3.0,5.0,7.0,0.7,40.0,1244456000.0,303.0,45.0,491.0,0.0,0.056,0.985,0.473,37.232
0.65,3.0,5.0,7.0,0.71,40.0,1239391900.0,296.0,43.0,493.0,0.0,0.058,0.97,0.531,31.66
0.66,3.0,5.0,7.0,0.71,39.0,1254219300.0,297.0,43.0,487.0,0.0,0.058,0.975,0.542,31.03
0.67,3.0,5.0,7.0,0.69,39.0,1282888200.0,297.0,45.0,503.0,0.0,0.066,0.984,0.561,26.766
0.66,3.0,5.0,7.0,0.69,39.0,1286316300.0,301.0,44.0,505.0,0.0,0.062,0.975,0.622,25.357
0.66,3.0,5.0,7.0,0.69,40.0,1282603600.0,292.0,46.0,516.0,0.0,0.069,0.97,0.594,23.8
0.67,3.0,5.0,7.0,0.7,38.0,1285815400.0,300.0,44.0,520.0,0.0,0.067,0.972,0.661,21.887
0.66,3.0,5.0,7.0,0.69,37.0,1310929700.0,302.0,44.0,502.0,0.0,0.068,0.963,0.715,19.767
0.66,3.0,5.0,7.0,0.69,38.0,1296149600.0,300.0,45.0,521.0,0.0,0.071,0.964,0.709,19.288
0.66,3.0,5.0,7.0,0.69,37.0,1335038300.0,300.0,45.0,513.0,0.0,0.074,0.959,0.77,16.756
0.68,3.0,5.0,7.0,0.68,36.0,1339317900.0,298.0,45.0,519.0,0.0,0.083,0.96,0.754,15.262
0.67,3.0,5.0,6.0,0.68,37.0,1317666600.0,300.0,46.0,531.0,0.0,0.096,0.964,0.773,12.944
0.67,3.0,5.0,6.0,0.68,34.0,1394903700.0,305.0,46.0,543.0,0.0,0.114,0.86,1.088,6.927
spark.memory.storageFraction,spark.executor.cores,spark.executor.memory,spark.executor.instances,spark.memory.fraction,spark.shuffle.file.buffer,spark.reducer.maxBlocksInFlightPerAddress,spark.default.parallelism,spark.reducer.maxSizeInFlight,spark.executor.memoryOverhead,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
0.56,4.0,5.0,7.0,0.56,30.0,1122565600.0,427.0,46.0,618.0,0.027,0.003,0.999,0.101,2876.826
0.56,4.0,5.0,7.0,0.57,30.0,1147001700.0,421.0,46.0,619.0,0.031,0.002,0.997,0.167,2513.87
0.55,4.0,5.0,7.0,0.57,30.0,1139276300.0,428.0,46.0,619.0,0.038,0.004,0.997,0.13,2058.279
0.56,4.0,5.0,7.0,0.57,30.0,1147881200.0,428.0,46.0,622.0,0.06,0.003,0.996,0.192,1632.166
0.55,4.0,5.0,7.0,0.57,30.0,1144367900.0,427.0,46.0,612.0,0.013,0.004,0.997,0.139,1617.294
0.56,4.0,5.0,7.0,0.56,30.0,1127551500.0,435.0,46.0,609.0,0.055,0.006,0.998,0.111,1501.292
0.56,4.0,5.0,7.0,0.56,30.0,1110878300.0,435.0,46.0,615.0,0.027,0.007,0.999,0.104,1478.046
0.56,4.0,5.0,7.0,0.56,30.0,1105608700.0,426.0,46.0,621.0,0.052,0.005,0.997,0.134,1438.334
0.55,4.0,5.0,7.0,0.56,30.0,1121052700.0,424.0,46.0,612.0,0.022,0.005,0.997,0.14,1348.267
0.54,4.0,5.0,7.0,0.57,30.0,1147950300.0,429.0,46.0,616.0,0.014,0.006,0.998,0.124,1263.665
0.56,4.0,5.0,7.0,0.57,30.0,1164335700.0,422.0,46.0,610.0,0.041,0.004,0.997,0.184,1205.291
0.56,4.0,5.0,7.0,0.56,30.0,1127264300.0,436.0,46.0,609.0,0.023,0.006,0.997,0.136,1165.64
0.55,4.0,5.0,7.0,0.56,30.0,1128851500.0,428.0,46.0,604.0,0.005,0.007,0.997,0.129,1131.18
0.54,4.0,5.0,7.0,0.57,30.0,1147022600.0,426.0,45.0,614.0,0.014,0.008,0.998,0.115,1075.842
0.55,4.0,5.0,7.0,0.56,30.0,1133353000.0,434.0,46.0,608.0,0.005,0.008,0.998,0.126,1056.77
0.57,4.0,5.0,7.0,0.57,30.0,1150041100.0,435.0,46.0,610.0,0.024,0.007,0.997,0.144,967.786
0.54,4.0,5.0,7.0,0.57,30.0,1144256500.0,420.0,46.0,618.0,0.008,0.006,0.995,0.178,966.35
0.55,4.0,5.0,7.0,0.57,30.0,1148648200.0,431.0,46.0,606.0,0.027,0.007,0.997,0.156,954.151
0.55,4.0,5.0,7.0,0.56,30.0,1141869800.0,420.0,46.0,618.0,0.049,0.006,0.995,0.19,943.737
0.56,4.0,5.0,7.0,0.57,30.0,1158006900.0,434.0,46.0,606.0,0.013,0.006,0.997,0.164,938.364
0.57,4.0,5.0,7.0,0.57,30.0,1141907200.0,432.0,46.0,613.0,0.063,0.005,0.995,0.209,913.108
0.56,4.0,5.0,7.0,0.56,30.0,1107514200.0,434.0,46.0,608.0,0.037,0.008,0.997,0.143,907.316
0.56,4.0,5.0,7.0,0.56,30.0,1143991700.0,435.0,46.0,603.0,0.037,0.008,0.997,0.145,890.646
0.54,4.0,5.0,7.0,0.57,30.0,1147609100.0,425.0,46.0,611.0,0.004,0.006,0.995,0.182,885.735
0.56,4.0,5.0,7.0,0.58,31.0,1142573400.0,433.0,46.0,612.0,0.018,0.009,0.998,0.127,878.564
0.55,4.0,5.0,7.0,0.56,30.0,1135720300.0,434.0,46.0,604.0,0.04,0.008,0.997,0.141,846.986
0.56,4.0,5.0,7.0,0.57,30.0,1170754400.0,428.0,46.0,603.0,0.012,0.007,0.996,0.183,815.411
0.56,4.0,5.0,7.0,0.56,30.0,1117405600.0,419.0,46.0,630.0,0.059,0.006,0.995,0.195,807.61
0.54,4.0,5.0,7.0,0.56,29.0,1137977500.0,427.0,46.0,618.0,0.006,0.01,0.998,0.125,790.505
0.55,4.0,5.0,7.0,0.57,30.0,1173396500.0,425.0,46.0,604.0,0.038,0.008,0.997,0.166,768.665
0.55,4.0,5.0,7.0,0.56,30.0,1129852700.0,435.0,46.0,602.0,0.045,0.009,0.997,0.15,760.376
0.56,4.0,5.0,7.0,0.57,30.0,1174154400.0,428.0,46.0,605.0,0.04,0.007,0.995,0.2,748.089
0.56,4.0,5.0,7.0,0.57,31.0,1156472600.0,434.0,46.0,608.0,0.03,0.009,0.997,0.144,743.519
0.57,4.0,5.0,7.0,0.57,30.0,1152937700.0,431.0,46.0,604.0,0.011,0.007,0.996,0.181,740.244
0.55,4.0,5.0,7.0,0.56,30.0,1129333800.0,436.0,46.0,600.0,0.014,0.009,0.997,0.145,737.685
0.55,4.0,5.0,7.0,0.56,30.0,1122832400.0,439.0,46.0,608.0,0.003,0.009,0.997,0.149,718.948
0.55,4.0,5.0,7.0,0.57,30.0,1161593100.0,433.0,45.0,617.0,0.043,0.009,0.996,0.16,714.226
0.55,4.0,5.0,7.0,0.57,30.0,1166228400.0,420.0,46.0,621.0,0.053,0.006,0.995,0.217,714.153
0.54,4.0,5.0,7.0,0.56,30.0,1151692400.0,425.0,46.0,613.0,0.034,0.008,0.995,0.179,697.095
0.56,4.0,5.0,7.0,0.57,30.0,1180211100.0,429.0,46.0,606.0,0.009,0.007,0.996,0.202,682.092
0.54,4.0,5.0,7.0,0.56,30.0,1152112500.0,426.0,46.0,610.0,0.013,0.009,0.996,0.173,659.237
0.57,4.0,5.0,7.0,0.58,30.0,1149939000.0,433.0,46.0,613.0,0.056,0.008,0.996,0.192,656.39
0.54,4.0,5.0,7.0,0.57,30.0,1150922900.0,419.0,45.0,616.0,0.014,0.009,0.996,0.181,626.044
0.54,4.0,5.0,7.0,0.56,30.0,1146162200.0,433.0,45.0,610.0,0.03,0.012,0.998,0.135,615.218
0.53,4.0,5.0,7.0,0.56,30.0,1134663400.0,425.0,46.0,610.0,0.011,0.009,0.996,0.187,608.302
0.56,4.0,5.0,7.0,0.58,30.0,1188313000.0,422.0,46.0,624.0,0.007,0.008,0.997,0.2,595.143
0.57,4.0,5.0,7.0,0.58,30.0,1159780900.0,425.0,46.0,630.0,0.024,0.008,0.997,0.201,594.079
0.55,4.0,5.0,7.0,0.57,30.0,1162719200.0,435.0,45.0,606.0,0.031,0.011,0.996,0.157,574.634
0.55,4.0,5.0,7.0,0.56,30.0,1146945000.0,432.0,47.0,607.0,0.026,0.011,0.996,0.165,571.47
0.57,4.0,5.0,7.0,0.58,30.0,1151885300.0,434.0,45.0,619.0,0.013,0.01,0.997,0.173,566.587
0.54,4.0,5.0,7.0,0.56,30.0,1141956000.0,435.0,46.0,609.0,0.052,0.01,0.996,0.175,561.325
0.54,4.0,5.0,7.0,0.56,30.0,1126200000.0,428.0,46.0,601.0,0.071,0.009,0.995,0.191,557.484
0.54,4.0,5.0,7.0,0.57,30.0,1165934300.0,429.0,46.0,612.0,0.013,0.009,0.993,0.213,542.72
0.56,4.0,5.0,7.0,0.55,30.0,1089062700.0,436.0,46.0,608.0,0.045,0.012,0.997,0.16,540.166
0.55,4.0,5.0,7.0,0.56,30.0,1144109600.0,437.0,46.0,598.0,0.04,0.011,0.995,0.173,534.003
0.54,4.0,5.0,7.0,0.57,30.0,1178289500.0,421.0,46.0,614.0,0.028,0.009,0.994,0.213,526.165
0.54,4.0,5.0,7.0,0.56,30.0,1120465300.0,434.0,45.0,605.0,0.015,0.013,0.998,0.15,518.415
0.57,4.0,5.0,7.0,0.58,30.0,1178078000.0,425.0,46.0,619.0,0.036,0.008,0.996,0.235,518.135
0.54,4.0,5.0,7.0,0.56,30.0,1126072000.0,435.0,46.0,599.0,0.045,0.011,0.996,0.171,512.979
0.54,4.0,5.0,7.0,0.56,30.0,1139678800.0,437.0,45.0,613.0,0.027,0.012,0.997,0.164,510.36
0.54,4.0,5.0,7.0,0.55,30.0,1090707200.0,427.0,46.0,624.0,0.04,0.013,0.998,0.156,509.278
0.54,4.0,5.0,7.0,0.57,30.0,1157247000.0,428.0,45.0,605.0,0.003,0.011,0.995,0.181,506.212
0.58,4.0,5.0,7.0,0.58,30.0,1155365900.0,426.0,46.0,622.0,0.037,0.009,0.997,0.227,504.477
0.55,4.0,5.0,7.0,0.57,30.0,1179055600.0,428.0,46.0,609.0,0.046,0.008,0.993,0.242,499.956
0.56,4.0,5.0,7.0,0.57,31.0,1148593400.0,443.0,46.0,602.0,0.001,0.012,0.996,0.171,497.284
0.56,4.0,5.0,7.0,0.58,30.0,1189956500.0,434.0,46.0,611.0,0.006,0.01,0.996,0.196,496.193
0.55,4.0,5.0,7.0,0.56,30.0,1137106000.0,441.0,45.0,599.0,0.018,0.013,0.997,0.153,495.777
0.56,4.0,5.0,7.0,0.58,30.0,1180201200.0,433.0,46.0,607.0,0.017,0.01,0.995,0.206,494.546
0.54,4.0,5.0,7.0,0.56,31.0,1120294800.0,431.0,46.0,607.0,0.012,0.013,0.996,0.157,491.962
0.54,4.0,5.0,7.0,0.56,30.0,1139460400.0,430.0,45.0,601.0,0.026,0.012,0.996,0.167,490.671
0.57,4.0,5.0,7.0,0.58,30.0,1170015500.0,432.0,46.0,620.0,0.022,0.009,0.995,0.219,489.256
0.55,4.0,5.0,7.0,0.56,30.0,1146956200.0,441.0,46.0,600.0,0.016,0.012,0.996,0.177,481.819
0.54,4.0,5.0,7.0,0.56,30.0,1131052900.0,439.0,46.0,603.0,0.033,0.011,0.997,0.185,481.573
0.54,4.0,5.0,7.0,0.57,30.0,1180296200.0,433.0,46.0,605.0,0.01,0.012,0.996,0.174,480.18
0.53,4.0,5.0,7.0,0.56,30.0,1127161600.0,435.0,46.0,609.0,0.015,0.011,0.997,0.182,479.89
0.57,4.0,5.0,7.0,0.58,30.0,1152869000.0,438.0,45.0,621.0,0.003,0.012,0.996,0.181,476.71
0.57,4.0,5.0,7.0,0.56,30.0,1159691900.0,431.0,46.0,599.0,0.02,0.011,0.995,0.198,475.231
0.57,4.0,5.0,7.0,0.58,30.0,1169735600.0,421.0,46.0,628.0,0.002,0.009,0.997,0.224,474.934
0.57,4.0,5.0,7.0,0.58,30.0,1178802200.0,428.0,46.0,621.0,0.008,0.009,0.997,0.23,465.839
0.55,4.0,5.0,7.0,0.57,29.0,1175524900.0,421.0,46.0,606.0,0.019,0.011,0.996,0.188,462.441
0.54,4.0,5.0,7.0,0.57,30.0,1182438000.0,430.0,46.0,608.0,0.013,0.011,0.995,0.199,456.707
0.54,4.0,5.0,7.0,0.57,30.0,1161790500.0,429.0,45.0,605.0,0.045,0.012,0.994,0.189,456.209
0.53,4.0,5.0,7.0,0.56,30.0,1145885600.0,430.0,46.0,604.0,0.034,0.012,0.995,0.184,455.131
0.55,4.0,5.0,7.0,0.58,30.0,1195821300.0,423.0,46.0,612.0,0.045,0.01,0.996,0.217,447.46
0.53,4.0,5.0,7.0,0.56,30.0,1139841500.0,432.0,46.0,604.0,0.015,0.012,0.995,0.19,443.865
0.53,4.0,5.0,7.0,0.56,30.0,1126596200.0,431.0,45.0,605.0,0.021,0.013,0.997,0.169,443.248
0.54,4.0,5.0,7.0,0.56,30.0,1116429800.0,439.0,46.0,599.0,0.024,0.013,0.997,0.174,437.69
0.58,4.0,5.0,7.0,0.58,30.0,1150847400.0,430.0,46.0,609.0,0.002,0.01,0.995,0.236,433.781
0.58,4.0,5.0,7.0,0.58,30.0,1159204500.0,427.0,45.0,627.0,0.014,0.012,0.998,0.188,432.804
0.54,4.0,5.0,7.0,0.56,30.0,1152415200.0,433.0,46.0,600.0,0.035,0.012,0.994,0.192,429.388
0.57,4.0,5.0,7.0,0.58,30.0,1186943200.0,423.0,46.0,614.0,0.008,0.009,0.995,0.258,422.559
0.57,4.0,5.0,7.0,0.58,31.0,1139717000.0,431.0,47.0,614.0,0.011,0.012,0.996,0.199,419.889
0.56,4.0,5.0,7.0,0.58,30.0,1195033300.0,432.0,46.0,620.0,0.027,0.01,0.995,0.247,414.583
0.55,4.0,5.0,7.0,0.58,31.0,1159365900.0,423.0,46.0,608.0,0.021,0.011,0.994,0.229,393.685
0.53,4.0,5.0,7.0,0.56,30.0,1126766600.0,439.0,46.0,604.0,0.018,0.013,0.997,0.193,390.453
0.58,4.0,5.0,7.0,0.58,30.0,1173695900.0,426.0,46.0,621.0,0.024,0.01,0.995,0.252,389.424
0.54,4.0,5.0,7.0,0.56,30.0,1173719000.0,427.0,46.0,602.0,0.024,0.012,0.993,0.211,386.285
0.54,4.0,5.0,7.0,0.55,30.0,1100993000.0,428.0,47.0,605.0,0.027,0.015,0.996,0.18,373.246
0.53,4.0,5.0,7.0,0.56,30.0,1154365600.0,432.0,45.0,605.0,0.005,0.015,0.996,0.176,373.166
0.55,4.0,5.0,7.0,0.58,31.0,1171543800.0,430.0,46.0,605.0,0.025,0.014,0.996,0.195,371.742
0.53,4.0,5.0,7.0,0.55,30.0,1106774700.0,430.0,46.0,606.0,0.027,0.014,0.997,0.19,367.161
0.57,4.0,5.0,7.0,0.58,30.0,1173783200.0,418.0,46.0,615.0,0.04,0.009,0.994,0.301,367.143
0.55,4.0,5.0,7.0,0.55,29.0,1101066200.0,434.0,46.0,604.0,0.031,0.016,0.998,0.174,363.37
0.58,4.0,5.0,7.0,0.58,30.0,1166103300.0,421.0,46.0,617.0,0.025,0.009,0.994,0.304,361.002
0.53,4.0,5.0,7.0,0.57,31.0,1164518900.0,432.0,46.0,613.0,0.018,0.014,0.994,0.199,353.233
0.54,4.0,5.0,7.0,0.56,30.0,1160259000.0,440.0,45.0,602.0,0.031,0.016,0.996,0.174,352.198
0.53,4.0,5.0,7.0,0.56,30.0,1145100500.0,424.0,45.0,601.0,0.013,0.013,0.993,0.216,351.645
0.57,4.0,5.0,7.0,0.59,30.0,1179425500.0,427.0,46.0,626.0,0.034,0.012,0.997,0.243,351.05
0.55,4.0,5.0,7.0,0.58,30.0,1207301600.0,428.0,46.0,612.0,0.016,0.012,0.994,0.24,346.695
0.54,4.0,5.0,7.0,0.55,30.0,1103222300.0,437.0,46.0,600.0,0.021,0.015,0.997,0.19,340.35
0.58,4.0,5.0,7.0,0.58,30.0,1182047200.0,425.0,46.0,618.0,0.022,0.01,0.994,0.288,339.539
0.57,4.0,5.0,7.0,0.58,30.0,1170072700.0,420.0,46.0,640.0,0.011,0.012,0.996,0.253,339.273
0.58,4.0,5.0,7.0,0.58,30.0,1186713200.0,426.0,46.0,617.0,0.005,0.011,0.996,0.276,338.393
0.57,4.0,5.0,7.0,0.58,30.0,1200911400.0,433.0,46.0,620.0,0.012,0.012,0.995,0.242,334.666
0.53,4.0,5.0,7.0,0.56,30.0,1147425500.0,423.0,45.0,607.0,0.013,0.013,0.991,0.237,334.419
0.55,4.0,5.0,7.0,0.58,30.0,1186551400.0,425.0,45.0,613.0,0.053,0.011,0.992,0.261,332.263
0.53,4.0,5.0,7.0,0.56,30.0,1173859000.0,432.0,46.0,605.0,0.034,0.015,0.993,0.209,323.432
0.52,4.0,5.0,7.0,0.56,30.0,1145999600.0,430.0,46.0,601.0,0.022,0.014,0.994,0.218,322.25
0.57,4.0,5.0,7.0,0.58,30.0,1182157300.0,438.0,45.0,613.0,0.021,0.014,0.995,0.223,315.842
0.53,4.0,5.0,7.0,0.57,30.0,1165936800.0,418.0,45.0,617.0,0.03,0.012,0.99,0.267,309.925
0.57,4.0,5.0,7.0,0.59,30.0,1181924600.0,432.0,45.0,619.0,0.009,0.014,0.997,0.229,307.773
0.56,4.0,5.0,7.0,0.58,30.0,1201424000.0,424.0,45.0,611.0,0.025,0.011,0.995,0.296,303.347
0.52,4.0,5.0,7.0,0.56,30.0,1140267800.0,434.0,46.0,604.0,0.06,0.014,0.993,0.236,298.542
0.54,4.0,5.0,7.0,0.58,30.0,1183325800.0,415.0,45.0,622.0,0.033,0.015,0.994,0.234,283.72
0.58,4.0,5.0,7.0,0.58,30.0,1184321200.0,417.0,46.0,618.0,0.006,0.012,0.995,0.298,283.217
